year,round,circuit_name,circuit_country,driver_id,lap_number,lap_time_ms,estimated_horsepower,car_weight,track_temperature,driving_aggression,tire_compound,fuel_load_percent
2017,18,Autódromo Hermanos Rodríguez,Mexico,alonso,1,95061.0,967,786,26,0.7470228848729676,medium,22.700479261621606
2017,18,Autódromo Hermanos Rodríguez,Mexico,wehrlein,1,95761.0,892,760,33,0.8521204478674712,soft,34.85168091726331
2017,18,Autódromo Hermanos Rodríguez,Mexico,brendon_hartley,1,96321.0,842,793,42,0.8904981338484148,hard,84.53333122470958
2017,18,Autódromo Hermanos Rodríguez,Mexico,gasly,1,106287.0,800,744,25,0.8248476567195113,soft,83.07895998919027
2017,18,Autódromo Hermanos Rodríguez,Mexico,hamilton,1,116558.0,951,723,29,0.9085981131649468,hard,76.22526361980289
2017,18,Autódromo Hermanos Rodríguez,Mexico,max_verstappen,2,81601.0,773,780,36,0.5882881310937778,soft,44.996417059821525
2017,18,Autódromo Hermanos Rodríguez,Mexico,bottas,2,81919.0,832,786,26,0.7597198581523221,soft,34.644905375176066
2017,18,Autódromo Hermanos Rodríguez,Mexico,ocon,2,82584.0,760,713,25,0.6511636786310999,hard,82.74685459491754
2017,18,Autódromo Hermanos Rodríguez,Mexico,hulkenberg,2,83045.0,953,762,20,0.5161789022611318,soft,22.897401514296877
2017,18,Autódromo Hermanos Rodríguez,Mexico,perez,2,83693.0,807,797,21,0.6029555448069808,hard,43.74519866223506
2017,18,Autódromo Hermanos Rodríguez,Mexico,massa,2,83833.0,851,789,43,0.5463486985194558,soft,72.63018917721337
2017,18,Autódromo Hermanos Rodríguez,Mexico,raikkonen,2,84029.0,943,769,22,0.799577110398792,hard,31.58703471716016
2017,18,Autódromo Hermanos Rodríguez,Mexico,stroll,2,84615.0,879,713,43,0.7768512193391097,hard,97.3496440667855
2017,18,Autódromo Hermanos Rodríguez,Mexico,ricciardo,2,84567.0,993,768,21,0.7788013737569395,soft,29.29424850883576
2017,18,Autódromo Hermanos Rodríguez,Mexico,kevin_magnussen,2,84590.0,972,738,33,0.6452294439680126,medium,32.42783934056954
2017,18,Autódromo Hermanos Rodríguez,Mexico,ericsson,2,85004.0,901,787,23,0.96484573213549,medium,17.56220292221582
2017,18,Autódromo Hermanos Rodríguez,Mexico,vandoorne,2,86069.0,760,764,39,0.7554633257728057,soft,19.726725071159162
2017,18,Autódromo Hermanos Rodríguez,Mexico,grosjean,2,86051.0,864,721,40,0.5747100375712526,soft,38.204032420526964
2017,18,Autódromo Hermanos Rodríguez,Mexico,alonso,2,86130.0,922,745,42,0.5868477174924458,soft,87.81008816367634
2017,18,Autódromo Hermanos Rodríguez,Mexico,wehrlein,2,86006.0,834,777,33,0.7397432587779812,hard,45.81525493805134
2017,18,Autódromo Hermanos Rodríguez,Mexico,brendon_hartley,2,85955.0,790,757,23,0.920213543752189,soft,89.48815797546814
2017,18,Autódromo Hermanos Rodríguez,Mexico,gasly,2,85036.0,959,734,37,0.9477800602613892,medium,62.00027402733509
2017,18,Autódromo Hermanos Rodríguez,Mexico,sainz,2,103199.0,767,724,24,0.8552620743848327,hard,85.4905188017223
2017,18,Autódromo Hermanos Rodríguez,Mexico,vettel,2,110130.0,783,721,26,0.9265749040951927,medium,33.33103886948045
2017,18,Autódromo Hermanos Rodríguez,Mexico,hamilton,2,108341.0,797,798,38,0.686127374707092,hard,36.746523362610226
2017,18,Autódromo Hermanos Rodríguez,Mexico,max_verstappen,3,81593.0,805,793,32,0.7603921868714483,soft,28.292056970516395
2017,18,Autódromo Hermanos Rodríguez,Mexico,bottas,3,81997.0,974,792,31,0.7997447607123717,soft,85.93006811397294
2017,18,Autódromo Hermanos Rodríguez,Mexico,ocon,3,82743.0,937,778,44,0.887861016023705,hard,81.52320667504203
2017,18,Autódromo Hermanos Rodríguez,Mexico,hulkenberg,3,82909.0,846,728,34,0.7757775848290244,medium,44.599650517376304
2017,18,Autódromo Hermanos Rodríguez,Mexico,perez,3,82848.0,917,704,22,0.8805747795774794,hard,52.3875140474853
2017,18,Autódromo Hermanos Rodríguez,Mexico,raikkonen,3,83465.0,901,722,28,0.7822134224465582,medium,84.42186949498867
2017,18,Autódromo Hermanos Rodríguez,Mexico,ricciardo,3,82823.0,884,776,21,0.7676415381956769,soft,26.6749291583154
2017,18,Autódromo Hermanos Rodríguez,Mexico,stroll,3,84295.0,852,737,34,0.7062136331151223,soft,76.65357331500927
2017,18,Autódromo Hermanos Rodríguez,Mexico,massa,3,86448.0,912,774,28,0.9474020619449768,medium,85.3403527174953
2017,18,Autódromo Hermanos Rodríguez,Mexico,kevin_magnussen,3,84260.0,918,793,36,0.9428933072349504,hard,30.282337536442753
2017,18,Autódromo Hermanos Rodríguez,Mexico,ericsson,3,84396.0,909,716,23,0.846462883470176,medium,14.335857844881982
2017,18,Autódromo Hermanos Rodríguez,Mexico,vandoorne,3,84361.0,851,768,43,0.7415315529163388,soft,79.94817537881413
2017,18,Autódromo Hermanos Rodríguez,Mexico,grosjean,3,84732.0,925,708,29,0.8048254706320697,medium,32.716050425223884
2017,18,Autódromo Hermanos Rodríguez,Mexico,alonso,3,84724.0,857,771,43,0.7185827297971247,soft,90.83081949915773
2017,18,Autódromo Hermanos Rodríguez,Mexico,wehrlein,3,85278.0,753,759,23,0.6588439945632365,hard,15.252865224899312
2017,18,Autódromo Hermanos Rodríguez,Mexico,brendon_hartley,3,85474.0,879,763,33,0.8793267768004618,soft,89.74113643080763
2017,18,Autódromo Hermanos Rodríguez,Mexico,gasly,3,84293.0,939,709,39,0.657025202868385,soft,68.72339627461314
2017,18,Autódromo Hermanos Rodríguez,Mexico,vettel,3,82093.0,891,710,41,0.8782356554460438,soft,51.87175994969288
2017,18,Autódromo Hermanos Rodríguez,Mexico,sainz,3,101543.0,760,735,31,0.5905635981921584,medium,94.43288504659066
2017,18,Autódromo Hermanos Rodríguez,Mexico,hamilton,3,82149.0,767,761,23,0.7034505071949624,hard,28.856898102742253
2017,18,Autódromo Hermanos Rodríguez,Mexico,max_verstappen,4,81439.0,922,799,44,0.9478764697783721,hard,89.3043522921265
2017,18,Autódromo Hermanos Rodríguez,Mexico,bottas,4,81796.0,897,798,29,0.8146865109735595,soft,38.16853960133899
2017,18,Autódromo Hermanos Rodríguez,Mexico,ocon,4,82619.0,869,736,37,0.7562624839658034,medium,98.46459902603945
2017,18,Autódromo Hermanos Rodríguez,Mexico,hulkenberg,4,82768.0,932,737,24,0.9935608977075439,hard,15.78931224194973
2017,18,Autódromo Hermanos Rodríguez,Mexico,perez,4,82443.0,805,712,30,0.9555777055787368,soft,74.16739241513748
2017,18,Autódromo Hermanos Rodríguez,Mexico,raikkonen,4,82215.0,945,785,23,0.7390520050814955,hard,40.95763940093831
2017,18,Autódromo Hermanos Rodríguez,Mexico,ricciardo,4,82789.0,922,791,41,0.9701263775104945,medium,81.26962195005491
2017,18,Autódromo Hermanos Rodríguez,Mexico,stroll,4,83225.0,773,722,29,0.9985672319805816,soft,92.80542485114873
2017,18,Autódromo Hermanos Rodríguez,Mexico,kevin_magnussen,4,83856.0,818,708,40,0.9594450915018249,soft,44.850591108527226
2017,18,Autódromo Hermanos Rodríguez,Mexico,ericsson,4,83797.0,964,762,40,0.641842050269131,soft,59.56172372294841
2017,18,Autódromo Hermanos Rodríguez,Mexico,vandoorne,4,83876.0,929,794,34,0.9582947441165026,hard,93.80607064371652
2017,18,Autódromo Hermanos Rodríguez,Mexico,grosjean,4,83996.0,930,748,44,0.9155720645273964,hard,27.19928317285305
2017,18,Autódromo Hermanos Rodríguez,Mexico,alonso,4,84072.0,970,797,29,0.9812290045631128,hard,11.62558194715393
2017,18,Autódromo Hermanos Rodríguez,Mexico,brendon_hartley,4,84247.0,932,768,35,0.6160185379205003,hard,92.75438150911968
2017,18,Autódromo Hermanos Rodríguez,Mexico,wehrlein,4,87070.0,972,793,42,0.5046874923612662,medium,77.66726488222812
2017,18,Autódromo Hermanos Rodríguez,Mexico,gasly,4,83505.0,918,714,42,0.8031990627765757,hard,92.7704070303645
2017,18,Autódromo Hermanos Rodríguez,Mexico,massa,4,101087.0,939,753,30,0.5345213322232059,hard,32.11266862094138
2017,18,Autódromo Hermanos Rodríguez,Mexico,vettel,4,81800.0,799,735,25,0.8695599175790742,soft,91.8227443247562
2017,18,Autódromo Hermanos Rodríguez,Mexico,sainz,4,82668.0,809,759,32,0.7108274279914814,hard,84.57610740007685
2017,18,Autódromo Hermanos Rodríguez,Mexico,hamilton,4,82223.0,961,713,33,0.6989762946681268,medium,33.89607442265138
2017,18,Autódromo Hermanos Rodríguez,Mexico,max_verstappen,5,81335.0,850,788,30,0.9464343720929851,medium,60.71131706141705
2017,18,Autódromo Hermanos Rodríguez,Mexico,bottas,5,81579.0,816,713,32,0.7309404569558369,medium,25.38644802194555
2017,18,Autódromo Hermanos Rodríguez,Mexico,ocon,5,82475.0,855,731,22,0.927401973616446,medium,35.90213498497554
2017,18,Autódromo Hermanos Rodríguez,Mexico,hulkenberg,5,82795.0,989,725,35,0.6040518221464972,soft,81.64841654705654
2017,18,Autódromo Hermanos Rodríguez,Mexico,perez,5,82898.0,951,729,33,0.7237253065568323,medium,47.89658333033344
2017,18,Autódromo Hermanos Rodríguez,Mexico,raikkonen,5,82196.0,795,787,30,0.8826849780315438,hard,26.852790707240814
2017,18,Autódromo Hermanos Rodríguez,Mexico,stroll,5,82943.0,938,776,39,0.9005678365234954,hard,52.94168089995718
2017,18,Autódromo Hermanos Rodríguez,Mexico,kevin_magnussen,5,84588.0,872,742,27,0.9642763593280883,medium,20.907864969276456
2017,18,Autódromo Hermanos Rodríguez,Mexico,ericsson,5,83862.0,924,734,32,0.9031051206346659,medium,64.59155701004889
2017,18,Autódromo Hermanos Rodríguez,Mexico,vandoorne,5,83951.0,888,707,33,0.8457315039479192,hard,17.82527013007952
2017,18,Autódromo Hermanos Rodríguez,Mexico,grosjean,5,84534.0,787,795,44,0.5886548588860612,medium,32.04374025166733
2017,18,Autódromo Hermanos Rodríguez,Mexico,alonso,5,84464.0,786,733,42,0.5932196195736685,medium,39.61248571955654
2017,18,Autódromo Hermanos Rodríguez,Mexico,brendon_hartley,5,83612.0,911,749,32,0.7112521914159987,hard,83.09438487171916
2017,18,Autódromo Hermanos Rodríguez,Mexico,gasly,5,83347.0,795,746,38,0.5790395728106856,soft,11.993968285591064
2017,18,Autódromo Hermanos Rodríguez,Mexico,massa,5,83005.0,899,736,34,0.890817736279891,soft,43.16151715627299
2017,18,Autódromo Hermanos Rodríguez,Mexico,ricciardo,5,104795.0,772,779,41,0.5021524825466668,hard,29.125310342347902
2017,18,Autódromo Hermanos Rodríguez,Mexico,vettel,5,82545.0,764,709,23,0.9792295590222683,hard,39.34385873248967
2017,18,Autódromo Hermanos Rodríguez,Mexico,wehrlein,5,103344.0,797,736,25,0.8959227091863031,soft,20.545087774713565
2017,18,Autódromo Hermanos Rodríguez,Mexico,sainz,5,83374.0,901,710,43,0.9072334984531207,hard,26.25563622043348
2017,18,Autódromo Hermanos Rodríguez,Mexico,hamilton,5,81892.0,843,743,33,0.6023630701851419,hard,26.637180401476336
2017,19,Autódromo José Carlos Pace,Brazil,vettel,1,112494.0,803,757,38,0.615407537908622,hard,65.71069145865053
2017,19,Autódromo José Carlos Pace,Brazil,bottas,1,113660.0,971,704,41,0.5188006789538966,hard,40.116475215837546
2017,19,Autódromo José Carlos Pace,Brazil,raikkonen,1,115614.0,857,775,30,0.9405709693636333,medium,39.838017718995594
2017,19,Autódromo José Carlos Pace,Brazil,max_verstappen,1,116575.0,979,755,22,0.5989469228074984,hard,93.39433005591049
2017,19,Autódromo José Carlos Pace,Brazil,alonso,1,118369.0,947,795,40,0.6305477348057447,hard,16.555511429718763
2017,19,Autódromo José Carlos Pace,Brazil,massa,1,119487.0,974,786,21,0.6972041696977893,hard,14.52023788136657
2017,19,Autódromo José Carlos Pace,Brazil,perez,1,121133.0,850,767,32,0.6091639123033277,hard,95.90049159052242
2017,19,Autódromo José Carlos Pace,Brazil,hulkenberg,1,122710.0,910,794,38,0.86295510513165,medium,98.79614617461715
2017,19,Autódromo José Carlos Pace,Brazil,sainz,1,124058.0,931,706,23,0.6486554363468481,soft,74.88849661230435
2017,19,Autódromo José Carlos Pace,Brazil,gasly,1,126060.0,853,730,28,0.7104694893228989,medium,72.26992067785595
2017,19,Autódromo José Carlos Pace,Brazil,ericsson,1,128622.0,847,730,23,0.7994234127014239,hard,88.31743408002158
2017,19,Autódromo José Carlos Pace,Brazil,brendon_hartley,1,129705.0,857,761,33,0.6609979760167866,soft,70.53294631467993
2017,19,Autódromo José Carlos Pace,Brazil,stroll,1,130945.0,813,758,44,0.6755598945139223,hard,90.01518157043861
2017,19,Autódromo José Carlos Pace,Brazil,wehrlein,1,131703.0,944,714,41,0.882022419416283,soft,17.979727200853887
2017,19,Autódromo José Carlos Pace,Brazil,grosjean,1,132823.0,957,740,25,0.6460827086193618,medium,38.17870874090672
2017,19,Autódromo José Carlos Pace,Brazil,hamilton,1,134928.0,845,748,28,0.6259086034116987,medium,94.76532891884783
2017,19,Autódromo José Carlos Pace,Brazil,ricciardo,1,136146.0,989,743,29,0.7851284610463318,soft,17.506635092571564
2017,19,Autódromo José Carlos Pace,Brazil,vettel,2,138392.0,751,798,26,0.7174746835224213,medium,59.10852834240943
2017,19,Autódromo José Carlos Pace,Brazil,bottas,2,138940.0,842,789,39,0.9822788587855855,soft,16.251258227929373
2017,19,Autódromo José Carlos Pace,Brazil,raikkonen,2,139111.0,865,790,24,0.7322315173817683,hard,14.673496188694061
2017,19,Autódromo José Carlos Pace,Brazil,max_verstappen,2,138955.0,913,776,26,0.7066087756617458,soft,93.37064149650529
2017,19,Autódromo José Carlos Pace,Brazil,alonso,2,138727.0,802,751,29,0.6287699654224552,soft,24.748960740644705
2017,19,Autódromo José Carlos Pace,Brazil,massa,2,138600.0,753,707,41,0.6044341574844874,soft,86.48568116074765
2017,19,Autódromo José Carlos Pace,Brazil,perez,2,138040.0,768,760,23,0.7969517536929969,soft,14.199432381124945
2017,19,Autódromo José Carlos Pace,Brazil,hulkenberg,2,137762.0,852,727,26,0.5088341919842012,medium,44.35991424794105
2017,19,Autódromo José Carlos Pace,Brazil,sainz,2,138977.0,990,726,29,0.6096385217589002,medium,68.99053181553884
2017,19,Autódromo José Carlos Pace,Brazil,gasly,2,138443.0,760,714,22,0.8753199495734583,medium,55.11767838794887
2017,19,Autódromo José Carlos Pace,Brazil,ericsson,2,137861.0,798,746,20,0.5116246242677505,medium,87.87121958361897
2017,19,Autódromo José Carlos Pace,Brazil,brendon_hartley,2,137971.0,780,747,24,0.9045464551154451,medium,29.19604730974493
2017,19,Autódromo José Carlos Pace,Brazil,stroll,2,137844.0,910,708,34,0.5823203589909521,soft,27.57185899805663
2017,19,Autódromo José Carlos Pace,Brazil,hamilton,2,134734.0,778,720,34,0.6014596714830573,hard,87.99558821826781
2017,19,Autódromo José Carlos Pace,Brazil,wehrlein,2,138697.0,758,796,28,0.9066335210492551,hard,77.30011702291007
2017,19,Autódromo José Carlos Pace,Brazil,grosjean,2,138974.0,868,712,43,0.5419006497537777,hard,60.6392960142147
2017,19,Autódromo José Carlos Pace,Brazil,ricciardo,2,136740.0,959,750,30,0.8085716968979852,medium,54.62216477192477
2017,19,Autódromo José Carlos Pace,Brazil,vettel,3,131713.0,772,703,28,0.9815135742944434,hard,83.6940574975918
2017,19,Autódromo José Carlos Pace,Brazil,bottas,3,131684.0,977,764,38,0.9786814289916093,soft,18.513634672817947
2017,19,Autódromo José Carlos Pace,Brazil,raikkonen,3,131629.0,977,763,41,0.5991189031425799,hard,57.381481870550935
2017,19,Autódromo José Carlos Pace,Brazil,max_verstappen,3,131505.0,933,788,28,0.8900061277257854,medium,61.93881176500575
2017,19,Autódromo José Carlos Pace,Brazil,alonso,3,131228.0,954,729,35,0.6711780211158134,soft,28.94739916010869
2017,19,Autódromo José Carlos Pace,Brazil,massa,3,131250.0,845,746,36,0.953250847523575,hard,39.272846308718385
2017,19,Autódromo José Carlos Pace,Brazil,perez,3,131657.0,755,723,41,0.534690782919183,medium,60.413978183860664
2017,19,Autódromo José Carlos Pace,Brazil,hulkenberg,3,131913.0,823,781,36,0.5724167643361147,soft,46.58630147078629
2017,19,Autódromo José Carlos Pace,Brazil,sainz,3,131660.0,851,701,32,0.8747128071871701,soft,82.60739752889815
2017,19,Autódromo José Carlos Pace,Brazil,gasly,3,131147.0,764,794,21,0.7437743993978148,medium,89.6935448257444
2017,19,Autódromo José Carlos Pace,Brazil,ericsson,3,131131.0,841,703,38,0.7835856875264113,medium,56.17960168961833
2017,19,Autódromo José Carlos Pace,Brazil,brendon_hartley,3,131072.0,814,734,29,0.7544250167813619,medium,28.111601437549478
2017,19,Autódromo José Carlos Pace,Brazil,stroll,3,131595.0,769,781,38,0.5689554927433795,soft,97.80444388445291
2017,19,Autódromo José Carlos Pace,Brazil,hamilton,3,131693.0,828,703,21,0.8657568313921086,medium,74.12549964926171
2017,19,Autódromo José Carlos Pace,Brazil,wehrlein,3,131950.0,926,731,36,0.6896123455857663,medium,94.10798085761003
2017,19,Autódromo José Carlos Pace,Brazil,grosjean,3,131837.0,987,736,25,0.7472191459598365,soft,59.36714676149333
2017,19,Autódromo José Carlos Pace,Brazil,ricciardo,3,132136.0,779,730,39,0.8736927363927036,soft,94.46248304025653
2017,19,Autódromo José Carlos Pace,Brazil,vettel,4,119419.0,773,727,42,0.5066475780365409,medium,50.1416584606231
2017,19,Autódromo José Carlos Pace,Brazil,bottas,4,118911.0,948,792,40,0.6328052313886421,medium,13.233461942914508
2017,19,Autódromo José Carlos Pace,Brazil,raikkonen,4,117567.0,788,769,40,0.8283890814137332,soft,27.42232732647894
2017,19,Autódromo José Carlos Pace,Brazil,max_verstappen,4,117841.0,933,772,40,0.8109538952661842,hard,79.12045253668929
2017,19,Autódromo José Carlos Pace,Brazil,alonso,4,118375.0,850,787,38,0.9256972804667488,medium,49.11349538744269
2017,19,Autódromo José Carlos Pace,Brazil,massa,4,118891.0,805,731,36,0.8051832050399826,medium,98.71705978357895
2017,19,Autódromo José Carlos Pace,Brazil,perez,4,118780.0,921,712,33,0.5921912874683276,soft,33.57995583707104
2017,19,Autódromo José Carlos Pace,Brazil,hulkenberg,4,118556.0,937,729,26,0.7135292912229353,medium,85.34191587139551
2017,19,Autódromo José Carlos Pace,Brazil,sainz,4,119219.0,964,705,35,0.8926137084404884,medium,76.56070582984351
2017,19,Autódromo José Carlos Pace,Brazil,gasly,4,118809.0,991,733,33,0.6263076016734356,soft,78.484425395674
2017,19,Autódromo José Carlos Pace,Brazil,ericsson,4,118153.0,778,794,20,0.5337498145208883,hard,91.5065446391052
2017,19,Autódromo José Carlos Pace,Brazil,brendon_hartley,4,118605.0,802,708,30,0.570112450447905,hard,72.57659411659039
2017,19,Autódromo José Carlos Pace,Brazil,stroll,4,118093.0,822,716,38,0.70389001141799,hard,58.74752793673576
2017,19,Autódromo José Carlos Pace,Brazil,hamilton,4,117941.0,985,737,41,0.8241723123849893,hard,27.62613525959596
2017,19,Autódromo José Carlos Pace,Brazil,wehrlein,4,118287.0,795,747,42,0.69194793038414,hard,15.09449241562968
2017,19,Autódromo José Carlos Pace,Brazil,grosjean,4,118811.0,794,762,36,0.891267180761657,soft,16.174652377609753
2017,19,Autódromo José Carlos Pace,Brazil,ricciardo,4,118599.0,782,742,22,0.5283920113898273,medium,10.556678799365132
2017,19,Autódromo José Carlos Pace,Brazil,vettel,5,119402.0,911,716,34,0.7198259792160111,soft,44.60534965776607
2017,19,Autódromo José Carlos Pace,Brazil,bottas,5,118629.0,981,714,28,0.5322127586840555,hard,97.90789630439217
2017,19,Autódromo José Carlos Pace,Brazil,raikkonen,5,118216.0,970,793,20,0.5605752330381577,hard,41.77134825461146
2017,19,Autódromo José Carlos Pace,Brazil,max_verstappen,5,117765.0,784,747,35,0.8447924299150542,hard,91.53823040755418
2017,19,Autódromo José Carlos Pace,Brazil,massa,5,114993.0,856,763,38,0.8811601471159898,medium,95.55537649076835
2017,19,Autódromo José Carlos Pace,Brazil,alonso,5,116585.0,989,768,29,0.9102588161356466,hard,28.44448132337891
2017,19,Autódromo José Carlos Pace,Brazil,perez,5,114143.0,876,744,34,0.634147443572263,medium,95.07163295736932
2017,19,Autódromo José Carlos Pace,Brazil,hulkenberg,5,113426.0,965,794,35,0.5786458708955249,soft,46.82518774736255
2017,19,Autódromo José Carlos Pace,Brazil,sainz,5,110650.0,794,704,27,0.9571767282277263,medium,87.00026900608353
2017,19,Autódromo José Carlos Pace,Brazil,gasly,5,110675.0,946,723,37,0.8548532313585199,soft,58.85208418033984
2017,19,Autódromo José Carlos Pace,Brazil,ericsson,5,109763.0,912,718,32,0.614496354601952,soft,71.26988539032014
2017,19,Autódromo José Carlos Pace,Brazil,brendon_hartley,5,108512.0,893,728,33,0.8506138975875914,hard,74.61084762602461
2017,19,Autódromo José Carlos Pace,Brazil,stroll,5,107499.0,887,737,41,0.8548009874397756,soft,61.959970817698235
2017,19,Autódromo José Carlos Pace,Brazil,hamilton,5,106894.0,885,773,37,0.7890560402554352,medium,28.25851263359518
2017,19,Autódromo José Carlos Pace,Brazil,wehrlein,5,106638.0,856,765,22,0.8353376775686026,soft,19.694704340904757
2017,19,Autódromo José Carlos Pace,Brazil,grosjean,5,104875.0,814,763,34,0.7568630253051547,medium,63.26978114607878
2017,19,Autódromo José Carlos Pace,Brazil,ricciardo,5,104016.0,912,758,38,0.981864721450441,medium,31.1551717470186
2017,19,Autódromo José Carlos Pace,Brazil,vettel,6,73666.0,862,768,42,0.7854061220149877,soft,72.24607188689576
2017,19,Autódromo José Carlos Pace,Brazil,bottas,6,74274.0,750,730,37,0.7114188991676427,soft,35.870664294293356
2017,19,Autódromo José Carlos Pace,Brazil,raikkonen,6,74830.0,867,794,32,0.9843417116915727,soft,70.31576402333533
2017,19,Autódromo José Carlos Pace,Brazil,max_verstappen,6,74905.0,752,773,27,0.9601214439570187,medium,63.04830314130085
2017,19,Autódromo José Carlos Pace,Brazil,massa,6,75579.0,857,791,32,0.9875635868765693,medium,56.49782183583403
2017,19,Autódromo José Carlos Pace,Brazil,alonso,6,76437.0,864,745,33,0.9320998242732995,soft,52.51336348851777
2017,19,Autódromo José Carlos Pace,Brazil,perez,6,76364.0,882,709,33,0.8100536723133087,soft,29.00508454301886
2017,19,Autódromo José Carlos Pace,Brazil,hulkenberg,6,76664.0,774,775,30,0.5504049175327581,medium,90.594233857168
2017,19,Autódromo José Carlos Pace,Brazil,sainz,6,76942.0,977,737,21,0.6074627658489183,soft,39.96551403851592
2017,19,Autódromo José Carlos Pace,Brazil,gasly,6,77278.0,871,700,44,0.9708130912013953,soft,63.49791472312755
2017,19,Autódromo José Carlos Pace,Brazil,ericsson,6,77296.0,789,767,22,0.8171053163033415,medium,33.6753711323691
2017,19,Autódromo José Carlos Pace,Brazil,stroll,6,77308.0,806,724,31,0.9442383875801457,medium,21.319381419912617
2017,19,Autódromo José Carlos Pace,Brazil,hamilton,6,77272.0,979,728,26,0.8952109508175492,medium,67.92180747427452
2017,19,Autódromo José Carlos Pace,Brazil,brendon_hartley,6,78568.0,768,742,25,0.7476059441564905,medium,13.331519330235576
2017,19,Autódromo José Carlos Pace,Brazil,wehrlein,6,77590.0,998,765,31,0.5337369293705525,soft,39.17072945399759
2017,20,Yas Marina Circuit,UAE,bottas,1,105087.0,750,740,37,0.9759138531724647,medium,29.674983406799804
2017,20,Yas Marina Circuit,UAE,hamilton,1,106379.0,844,754,25,0.6600916960482599,hard,76.31802333321652
2017,20,Yas Marina Circuit,UAE,vettel,1,107471.0,908,730,39,0.6993594207797034,medium,95.63707617026418
2017,20,Yas Marina Circuit,UAE,ricciardo,1,108493.0,884,794,43,0.6239728761983655,medium,72.69976175725125
2017,20,Yas Marina Circuit,UAE,raikkonen,1,109340.0,913,759,31,0.7883926700636049,medium,66.22820971534765
2017,20,Yas Marina Circuit,UAE,max_verstappen,1,110038.0,876,732,33,0.9003268173839309,hard,74.96730182317697
2017,20,Yas Marina Circuit,UAE,hulkenberg,1,111156.0,810,741,40,0.6866620396175424,medium,32.44361668891336
2017,20,Yas Marina Circuit,UAE,perez,1,112161.0,945,700,23,0.6688815409485096,hard,86.39440068952129
2017,20,Yas Marina Circuit,UAE,ocon,1,112913.0,969,709,42,0.9287685294710112,medium,36.83318608376387
2017,20,Yas Marina Circuit,UAE,massa,1,113450.0,939,717,43,0.8256586437893066,soft,81.12738850247037
2017,20,Yas Marina Circuit,UAE,alonso,1,113969.0,830,729,29,0.6205754457352628,soft,77.59546027194632
2017,20,Yas Marina Circuit,UAE,sainz,1,114443.0,773,715,42,0.8964798259184559,soft,69.88445116864814
2017,20,Yas Marina Circuit,UAE,stroll,1,115043.0,896,784,34,0.5611872167291732,soft,27.847702106858705
2017,20,Yas Marina Circuit,UAE,grosjean,1,115433.0,890,756,30,0.9379149624014057,soft,76.58008602621075
2017,20,Yas Marina Circuit,UAE,vandoorne,1,115938.0,812,789,43,0.6652949437340765,medium,35.42454209326898
2017,20,Yas Marina Circuit,UAE,gasly,1,116701.0,764,796,42,0.6614999198926108,medium,13.96751547706878
2017,20,Yas Marina Circuit,UAE,wehrlein,1,117676.0,807,795,28,0.7738102732831315,soft,39.24846567903222
2017,20,Yas Marina Circuit,UAE,brendon_hartley,1,118569.0,756,706,43,0.5523730046681598,medium,13.58650051219549
2017,20,Yas Marina Circuit,UAE,ericsson,1,119223.0,991,780,37,0.6239046755537359,hard,26.909888737179134
2017,20,Yas Marina Circuit,UAE,kevin_magnussen,1,120490.0,991,717,36,0.6643222279326872,medium,52.68106983917083
2017,20,Yas Marina Circuit,UAE,bottas,2,103166.0,770,780,24,0.5160936627748598,hard,25.133435140983615
2017,20,Yas Marina Circuit,UAE,hamilton,2,103405.0,945,776,24,0.9587944532502946,medium,97.02227256052487
2017,20,Yas Marina Circuit,UAE,vettel,2,103632.0,981,740,40,0.5194608129797855,hard,90.12537295831295
2017,20,Yas Marina Circuit,UAE,ricciardo,2,104414.0,874,750,24,0.9156790178129516,soft,19.636019583825977
2017,20,Yas Marina Circuit,UAE,raikkonen,2,104505.0,954,744,44,0.5908512503335843,hard,45.4967185617825
2017,20,Yas Marina Circuit,UAE,max_verstappen,2,104764.0,802,740,24,0.9743609369752342,medium,18.659035786839063
2017,20,Yas Marina Circuit,UAE,hulkenberg,2,105112.0,752,702,44,0.9024973308118711,hard,94.12582341137589
2017,20,Yas Marina Circuit,UAE,perez,2,106008.0,933,731,30,0.9397434453912497,medium,27.299595975665977
2017,20,Yas Marina Circuit,UAE,ocon,2,106445.0,944,757,29,0.6863856385200773,medium,94.83772831856348
2017,20,Yas Marina Circuit,UAE,massa,2,106972.0,855,755,37,0.6730228101390843,hard,95.12635541259591
2017,20,Yas Marina Circuit,UAE,alonso,2,107148.0,815,795,44,0.5977626327555716,medium,99.37546476547298
2017,20,Yas Marina Circuit,UAE,sainz,2,107292.0,753,789,23,0.8516639902669892,medium,33.91378853260155
2017,20,Yas Marina Circuit,UAE,stroll,2,107563.0,988,755,40,0.6935101278614524,soft,53.68717887687818
2017,20,Yas Marina Circuit,UAE,grosjean,2,107792.0,798,700,21,0.5318237117857412,medium,68.51469473604196
2017,20,Yas Marina Circuit,UAE,vandoorne,2,108599.0,926,737,26,0.5593934032660394,hard,44.71786236589908
2017,20,Yas Marina Circuit,UAE,gasly,2,108349.0,993,778,37,0.9740223117200679,soft,85.76112044326281
2017,20,Yas Marina Circuit,UAE,wehrlein,2,108260.0,893,761,22,0.6119497690965846,medium,97.8204685616066
